fire_name,fire_size,fire_size_class,Cause,latitude,longitude,state,discovery_month,putout_time,discovery_year,Vegetation,fire_mag,Temp_cont,Wind_cont,Hum_cont,remoteness
CEMETERY RD,2,B,Arson,36.16063333,-77.4994,NC,Feb,0,2013,0,0.1,0,0,0,0.093573866
HORSECREEK2011,1,B,Miscellaneous,35.6178,-98.7211,OK,Jan,0,2010,15,0.1,0,0,0,0.2871304
RETRO-HUGHS-TDEC,220,D,Arson,35.330833,-85.22,TN,Jun,2,2007,15,3,-1,-1,-1,0.162553396
LITTLEPOND,296,D,Arson,35.7475,-96.4325,OK,Mar,0,2006,15,3,0,0,0,0.265458517
CHAMNESS,400,E,Equipment Use,32.1697428,-101.6061035,TX,Apr,3,2009,12,10,16.60379147,8.683886256,24.05687204,0.316895682
GOTTS 4,1,B,Miscellaneous,43.5448,-116.6392,ID,Aug,0,2005,9,0.1,0,0,0,0.458827807
FY2012-WORTH-041,2.3,B,Debris Burning,31.48618898,-83.84327384,GA,May,0,2012,12,0.1,0,0,0,0.152800731
WW1103,1,B,Arson,47.9192,-98.8173,ND,Apr,0,2004,15,0.1,-1,-1,-1,0.283271095
RL157,1.5,B,Arson,47.8764,-95.0108,MN,May,0,2008,15,0.1,0,0,0,0.247450282
UPSPOKMTN,84,C,Debris Burning,47.95963,-118.074451,WA,Oct,1,2002,15,1,-1,-1,-1,0.472260412
FY2000-CHATTOOGA-091,1.47,B,Arson,34.5331,-85.3403,GA,Mar,0,2000,16,0.1,0,0,0,0.164136413
FIRST,0.8,B,Lightning,40.78,-121.1933333,CA,Aug,1,1992,15,0.1,19.4,5.1,65,0.506220038
TWIN MOUNDS,100,D,Fireworks,36.11013,-96.77852,OK,Dec,0,2011,0,3,0,0,0,0.268497215
5TH FIRE,56,C,Missing/Undefined,40.9,-115.8167,NV,Jul,1,2011,15,1,24.32916667,1.841666667,31.5,0.451516326
30313,35,C,Miscellaneous,35.46691666,-94.56241665,OK,Mar,0,2003,15,1,0,0,0,0.248117978
GUSTY,1,B,Debris Burning,43.2083,-100.9615,SD,Mar,0,1992,9,0.1,-1,-1,-1,0.30487941
ORTIZ,50,C,Debris Burning,36.992,-106.0753,NM,Apr,2,2002,0,1,9.5,2.325,39.75,0.356962129
BLUE,4,B,Lightning,34.83583333,-94.79416667,OK,Jul,0,2009,16,0.1,0,0,0,0.250671557
LAMM RD FIRE,1,B,Missing/Undefined,35.75605,-78.01766667,NC,Feb,0,2011,15,0.1,0,0,0,0.098344807
DUNG,1,B,Debris Burning,34.46416667,-118.1933333,CA,Sep,0,2009,16,0.1,0,0,0,0.478963239
POWERLINE,2,B,Arson,28.596873,-80.889763,FL,Nov,0,2013,12,0.1,-1,-1,-1,0.128800379
FY2011-MACON-045,90.8,C,Railroad,32.2718817,-83.99063382,GA,May,0,2011,12,1,0,0,0,0.153545425
FARMERS,55,C,Debris Burning,33.1501,-110.234,AZ,Oct,0,1993,16,1,0,0,0,0.400121751
NARROW,11.4,C,Campfire,40.00111111,-111.4069444,UT,Jun,2,2008,14,1,22.43732639,1.916666667,0,0.407833351
CAMERON,6,B,Campfire,45.93777778,-113.9291667,MT,Sep,2,2011,15,0.1,11.5,0.424647887,53.13380282,0.430904519
FLAT,12,C,Lightning,30.05333333,-85.025,FL,Aug,0,1996,12,1,-1,-1,-1,0.164514587
RICK HOLLOW,7,B,Debris Burning,37.80456753,-80.5031358,WV,Mar,0,1995,0,0.1,0,0,0,0.119058948
J REID,2,B,Debris Burning,35.73745,-85.052,TN,Nov,0,2010,15,0.1,0,0,0,0.160795021
JUANITA AVE (56),6,B,Arson,27.4732,-80.3599,FL,Jun,0,2014,12,0.1,-1,-1,-1,0.125087646
HOW BOUT THAT STRAW,9,B,Debris Burning,34.90115,-79.7943,NC,Nov,0,2012,16,0.1,-1,-1,-1,0.114475469
LAUREL BRANCH III,306,E,Arson,37.33666667,-84.13,KY,Nov,3,2001,0,10,-1,-1,-1,0.151600969
SPRING29,1.7,B,Miscellaneous,40.65,-73.85,NY,Aug,1,1999,15,0.1,-1,-1,-1,0.05965856
MARSHAL LAKE,2,B,Equipment Use,48.26194444,-117.0819444,WA,Aug,0,2004,15,0.1,0,0,0,0.462153263
DEERE-3920,2.3,B,Equipment Use,34.90088,-98.21085,OK,Jul,0,2013,16,0.1,0,0,0,0.282740834
4.32E+12,2,B,Lightning,33.68449885,-89.8111941,MS,Mar,0,2014,16,0.1,0,0,0,0.205318651
20412,20,C,Arson,35.0771,-95.53243332,OK,Apr,0,2009,15,1,0,0,0,0.2574245
WHITE,10,C,Lightning,35.416767,-105.133478,NM,Aug,1,2011,15,1,22.69166667,3.1,47.45833333,0.34872849
RUG RATS,1,B,Children,48.8389,-99.7365,ND,Apr,0,2003,15,0.1,0,0,0,0.291853886
MAHOGANY BUTTE,1,B,Equipment Use,44.38167,-120.66278,OR,Jun,0,2015,15,0.1,0,0,0,0.499487274
OLD,1.5,B,Miscellaneous,34.51416667,-118.6394444,CA,Jul,0,2009,16,0.1,0,0,0,0.483464486
RINCON,11,C,Arson,26.11583333,-98.31138889,TX,Oct,21,2007,12,1,22.39110226,2.862350598,65.91213701,0.290547055
MISSION MOUNTAIN,6,B,Lightning,47.2804,-111.9899,MT,Aug,6,2011,15,0.1,21.25163399,4.064705882,44.88888889,0.411272594
RAIL,2,B,Railroad,34.85083333,-112.0858333,AZ,May,1,2001,16,0.1,-1,-1,-1,0.417351355
COOKIE HOE DOWN,2,B,Debris Burning,37.48861111,-92.02444444,MO,Mar,0,2004,0,0.1,0,0,0,0.223392957
BEAVER BROOK ROAD,1,B,Debris Burning,43.89114,-69.86422,ME,May,0,2015,9,0.1,0,0,0,0.024423621
DOUG FIRE,9.2,B,Children,41.60532,-87.26725,IN,Mar,0,2002,15,0.1,0,0,0,0.177906164
INEZ STRIP 2,48,C,Debris Burning,37.86916,-82.57562,KY,Mar,0,2011,0,1,-1,-1,-1,0.137421436
RED RUB,4,B,Lightning,44.6158,-101.7827,SD,Aug,0,2012,15,0.1,0,0,0,0.312295746
FY2002-JASPER-043,0.81,B,Debris Burning,33.3327,-83.7076,GA,Feb,0,2002,16,0.1,0,0,0,0.150267328
LUTZ,30,C,Smoking,37.3667,-104.8005,CO,Nov,0,1995,0,1,0,0,0,0.3443792
321,2,B,Powerline,39.566675,-82.478425,OH,Mar,0,2015,0,0.1,0,0,0,0.135716474
FY2001-OGLETHORPE-017,3.84,B,Debris Burning,33.7267,-83.1602,GA,Jan,0,2000,16,0.1,-1,-1,-1,0.145106233
CREEK-2,1,B,Lightning,33.10833333,-81.59166667,SC,Jun,0,2000,16,0.1,-1,-1,-1,0.131557244
KINGASIVIK MOUNTAINS,11,C,Lightning,68.1114,-160.1219,AK,Jul,7,2010,0,1,15.55882353,3.35,57.20588235,0.933463023
SOUTH FORK,33,C,Arson,37.54996717,-81.84454132,WV,Oct,0,1999,0,1,-1,-1,-1,0.131083886
MINERVA,42,C,Debris Burning,37.53833333,-88.15,IL,Feb,1,1995,0,1,-1,-1,-1,0.187820455
PODANY,2,B,Lightning,26.0249,-81.27127,FL,Jul,0,1998,12,0.1,-1,-1,-1,0.134474343
HORSETHIEF,7.5,B,Miscellaneous,43.1491,-108.1809,WY,Aug,1,2004,9,0.1,18.45833333,3.966666667,38.75,0.374778115
LITTLE HEART BOTTOMS,150,D,Missing/Undefined,46.697222,-100.8,ND,Jun,4,2006,15,3,23.67394958,3.626890756,46.05042017,0.302371066
NAVAJO 01,1,B,Debris Burning,35.9167,-109.0173,NM,Jun,0,1998,15,0.1,-1,-1,-1,0.386359904
CENTER,1117,F,Miscellaneous,31.7695,-111.5879,AZ,Apr,6,2002,12,50,22.62411348,3.114184397,12.75886525,0.41450913
FISHERY,8,B,Lightning,34.36305556,-111.1161111,AZ,Oct,0,1998,16,0.1,-1,-1,-1,0.408038465
LEWIS FARM FIRE,25,C,Arson,35.724583,-85.20675,TN,Dec,0,2013,15,1,0,0,0,0.162195721
QUARRY,1,B,Lightning,40.03361111,-120.9669444,CA,Aug,1,1999,14,0.1,23.0875,2.516666667,28.5,0.504223389
PARKER WF,19.9,C,Powerline,37.435,-91.6147,MO,Apr,1,2009,0,1,0,0,0,0.219637881
WIR1,8920,G,Missing/Undefined,32.7136,-103.3839,NM,Jun,0,2011,12,100,0,0,0,0.333587097
INDIAN TRAILS FIRE,1.5,B,Campfire,43.58393,-89.73199,WI,Aug,0,2012,9,0.1,0,0,0,0.199671958
KARTAR CK,1.4,B,Equipment Use,48.2374,-119.2392,WA,Aug,1,2002,15,0.1,23,2.454166667,46.16666667,0.484059764
RL 235,3.5,B,Arson,47.8789,-94.8831,MN,Apr,0,2015,15,0.1,0,0,0,0.246256638
CENTRAL,1,B,Miscellaneous,36.67799,-119.7861,CA,Oct,0,2014,0,0.1,-1,-1,-1,0.493843728
MCGEE,10,C,Lightning,37.60027778,-118.8336111,CA,Sep,0,2003,0,1,0,0,0,0.483628469
SENTER3,1,B,Powerline,42.8504,-113.91002,ID,Jul,0,1999,4,0.1,0,0,0,0.431627819
BALDHILL 4,1.5,B,Arson,41.0999,-123.7012,CA,Aug,0,2003,15,0.1,0,0,0,0.531923712
BULLBAT #4,4,B,Arson,32.78,-87.17111111,AL,Dec,0,1998,12,0.1,-1,-1,-1,0.181864179
STONECOAL,7,B,Campfire,37.47314,-82.8001,KY,Jun,1,2012,0,0.1,-1,-1,-1,0.139633169
2672,3,B,Miscellaneous,38.719102,-82.419021,OH,Nov,0,2015,0,0.1,0,0,0,0.135593585
39,15,C,Miscellaneous,37.36,-97.67,KS,Mar,0,2015,0,1,0,0,0,0.276193778
SAND HOLOW,1,B,Lightning,42.7713,-117.5771,OR,Aug,0,2002,4,0.1,0,0,0,0.468578394
LONG FIRE,13.2,C,Equipment Use,44.0393161,-89.6847677,WI,Sep,0,2009,15,1,0,0,0,0.199095156
TURKEY,1,B,Campfire,36.43305556,-106.8502778,NM,Apr,0,2002,0,0.1,0,0,0,0.364829744
TEN MILE CREEK,32,C,Fireworks,38.01474314,-81.45853282,WV,Nov,1,1994,0,1,11.98666667,3.846666667,26.2,0.127411139
8043,1,B,Powerline,30.74716667,-95.0442,TX,May,0,2014,12,0.1,-1,-1,-1,0.25587269
HOPPLE FIRE,0.8,B,Debris Burning,45.944935,-68.318721,ME,Apr,0,2014,15,0.1,0,0,0,0.010804494
TRAIL CANYON,407,E,Missing/Undefined,42.3572,-112.8681,ID,Sep,0,2008,9,10,0,0,0,0.42139946
BALL CREEK,55,C,Equipment Use,35.04833333,-83.43944444,NC,Jan,0,2012,15,1,0,0,0,0.146749476
BOUQUET,2,B,Children,34.475,-118.4916667,CA,Apr,0,1998,16,0.1,-1,-1,-1,0.481987139
FY2000-COFFEE-103,6.71,B,Lightning,31.5498,-83.0395,GA,Mar,0,2000,12,0.1,-1,-1,-1,0.145565352
KINGSBURY,2,B,Campfire,38.95,-119.9,NV,Sep,1,1997,0,0.1,20.83333333,3.975,37.16666667,0.49381248
BOULDER,2,B,Lightning,41.4332,-119.7844,NV,Jul,1,2004,15,0.1,26.16666667,3.216666667,26.25,0.491532446
ROCKLAND FIRE,424,E,Arson,31.00546667,-94.38198333,TX,Jun,1,2011,12,10,30.52777778,4.522222222,64.81944444,0.249492205
LITTLE DUMP,1,B,Arson,33.85666667,-85.655,AL,Mar,0,1996,16,0.1,0,0,0,0.167414182
ARROYO RAMIREZ,50,C,Miscellaneous,26.406111,-99.0525,TX,Aug,2,2015,12,1,32.39722222,4.606944444,50.79166667,0.297298865
LD1505,3,B,Arson,47.9919,-99.0957,ND,Apr,0,2004,15,0.1,-1,-1,-1,0.285898806
MARTY WEST,1,B,Miscellaneous,42.9967,-98.4276,SD,Jul,0,2012,4,0.1,0,0,0,0.280856002
MDF DG WASHINGTON,0.63,B,Lightning,41.47916667,-120.9197222,CA,Jul,8,2014,15,0.1,25.80191388,2.700483092,31.77294686,0.50312772
SOUTH RIM,25,C,Lightning,32.3344,-105.8033,NM,Jun,0,2006,12,1,0,0,0,0.357276314
TIMBER,17,C,Lightning,37.4675,-113.4069444,UT,Jul,19,2004,0,1,0,0,0,0.428988766
FY2001-LAURENS-026,1.22,B,Debris Burning,32.4753,-82.6614,GA,Aug,0,2000,12,0.1,-1,-1,-1,0.141518205
112 BARBAS RD,6,B,Arson,32.07305556,-92.98333333,LA,Sep,0,2000,12,0.1,-1,-1,-1,0.235690394
CHAIN UP,1,B,Arson,39.5017,-117.37852,NV,Oct,0,2007,0,0.1,0,0,0,0.467907059
OLD STAGE ROAD,78,C,Miscellaneous,30.44444444,-88.43777778,MS,Oct,10,2011,12,1,13.0424812,2.580075188,72.5719697,0.195116973
RIVER #1,3,B,Arson,35.3325,-84.21583333,TN,May,0,2007,15,0.1,0,0,0,0.153527644
SPRING CREEK WFU,577,E,Lightning,37.68138889,-108.2091667,CO,Jun,76,2004,0,10,15.22515213,2.375393201,44.72352342,0.377433801
W.K. CREEK,2,B,Debris Burning,43.1519,-102.3647,SD,Mar,0,2006,9,0.1,0,0,0,0.318338252
SAND CREEK RIDGE ROAD,24,C,Smoking,38.03753597,-82.13050193,WV,Feb,1,1997,0,1,-1,-1,-1,0.133370031
PRONGHORN II,23,C,Lightning,36.7192,-103.3983,NM,Jul,0,2011,0,1,0,0,0,0.33118774
FY2001-PIKE-022,18.1,C,Debris Burning,33.0072,-84.4635,GA,Feb,0,2001,16,1,-1,-1,-1,0.157267953
TAYLOR LUMBER,60,C,Lightning,38.821944,-83.053611,OH,Aug,27,2002,0,1,21.64781906,2.586429725,72.47272727,0.14120236
FY2002-EARLY-025,3.39,B,Arson,31.3275,-84.9363,GA,Nov,0,2001,12,0.1,0,0,0,0.162730425
BUCK MTN,1146,F,Arson,37.192799,-79.989539,VA,Mar,5,2002,0,50,8.88164557,3.629746835,44.87401575,0.114851476
GRANDVIEW,4,B,Miscellaneous,40.3328,-111.9417,UT,Jun,0,2011,14,0.1,-1,-1,-1,0.412994643
STREAMER,2,B,Lightning,38.5333,-114.5175,NV,Jul,0,1998,0,0.1,0,0,0,0.439548331
BARN,1,B,Miscellaneous,38.23333333,-86.48333333,IN,Aug,0,1999,0,0.1,0,0,0,0.172327072
FY2002-CLINCH-027,1.05,B,Debris Burning,31.1726,-82.897,GA,Jun,0,2002,12,0.1,-1,-1,-1,0.14457648
MELISSA LN FIRE,1,B,Debris Burning,34.61483333,-77.86398333,NC,Feb,0,2012,16,0.1,0,0,0,0.097704388
CADDO,1,B,Fireworks,35.5683,-98.6514,OK,Jul,0,2005,15,0.1,0,0,0,0.286499904
DRY,1100,F,Lightning,39.9333,-116.8176,NV,Jul,2,1996,0,50,33.15384615,3.846153846,14.53846154,0.462034588
TH 5 FIRE,1,B,Campfire,39.49416667,-82.28111111,OH,Apr,0,2007,0,0.1,0,0,0,0.133993017
REDHAT,1,B,Children,33.3517,-110.4684,AZ,Jun,0,1998,16,0.1,0,0,0,0.402299759
MALONE,11.4,C,Equipment Use,36.605,-96.1197,OK,Apr,4,2014,0,1,14.08392857,3.383486239,62.11009174,0.262021555
RED SHIRT2,50,C,Arson,43.6292,-102.8838,SD,Dec,0,1996,9,1,0,0,0,0.323169412
027 SEALS,150,D,Debris Burning,31.49027778,-92.53305556,LA,Mar,0,2006,12,3,0,0,0,0.23194632
FY2000-TIFT-130,2.2,B,Arson,31.55,-83.5742,GA,Feb,0,2000,12,0.1,-1,-1,-1,0.150344405
158,3,B,Arson,47.9261,-98.8214,ND,Apr,0,2007,15,0.1,-1,-1,-1,0.283308762
OLD GARNER,10,C,Debris Burning,35.2917,-79.50136667,NC,Mar,0,2013,15,1,0,0,0,0.111652263
BRADY GATE #3,3,B,Arson,34.60611111,-89.27138889,MS,Oct,0,2005,16,0.1,0,0,0,0.19977419
BEARCUB #1,1.1,B,Miscellaneous,34.0053,-94.6355,OK,Sep,0,2005,16,0.1,0,0,0,0.249725118
379,2,B,Arson,34.1334,-94.7336,OK,Aug,0,1995,16,0.1,-1,-1,-1,0.25055679
UNIT O-4,2,B,Arson,38.39972,-76.07681,MD,Feb,0,1997,0,0.1,-1,-1,-1,0.079963147
DOBBS,5,B,Arson,47.8528,-98.9318,ND,Jul,1,2014,15,0.1,-1,-1,-1,0.284368232
HENDERSON - 7087,79,C,Miscellaneous,32.23555,-94.61018333,TX,Aug,0,2012,12,1,0,0,0,0.2507087
JOURNEY  (O4),10,C,Lightning,28.361,-80.8903,FL,Aug,5,2010,12,1,27.765,2.950833333,0,0.129005876
FY2012-POLK-010,1,B,Arson,34.04273969,-85.2038463,GA,Aug,0,2011,16,0.1,0,0,0,0.163225469
EUREKA 26,50,C,Lightning,29.37666667,-81.96666667,FL,Jun,26,1998,12,1,27.32418525,2.16483705,76.19584055,0.137705484
WIN20,20,C,Arson,42.1167,-96.367,NE,Mar,0,2000,9,1,0,0,0,0.261743243
NATTY #3,3,B,Arson,35.30666667,-84.21833333,TN,Sep,0,1999,15,0.1,-1,-1,-1,0.153565895
67,1,B,Arson,47.9717,-98.9736,ND,Apr,0,2008,15,0.1,-1,-1,-1,0.284743988
HAWK RD 2,3,B,Miscellaneous,46.3923,-120.7778,WA,Oct,0,1998,9,0.1,0,0,0,0.500139115
SWING FIRE,1,B,Children,47.2422,-95.6619,MN,May,0,2009,15,0.1,0,0,0,0.253660845
ANIUK RIVER 1,458.6,E,Lightning,68.0528,-157.6564,AK,Jul,5,2011,0,10,16.62222222,1.953611111,68.67966574,0.90489978
4000,4,B,Arson,30.25575,-95.85043333,TX,Feb,0,2013,12,0.1,0,0,0,0.263803638
JENSEN,850,E,Structure,43.1514,-102.3268,SD,Sep,2,2001,9,10,28.40425532,8.036170213,31.0212766,0.317974517
FY2003-TALBOT-002,7.49,B,Arson,32.59191942,-84.64316522,GA,Sep,0,2002,12,0.1,0,0,0,0.159172513
GARCIA,16,C,Miscellaneous,37.30964907,-120.8785155,CA,Jun,0,1999,0,1,0,0,0,0.504667563
GINGERBRD,1,B,Campfire,43.6715,-117.2449,OR,May,0,2002,9,0.1,0,0,0,0.464910714
CLIFTON WAR,20,C,Lightning,33.475,-109.4225,AZ,Sep,5,2001,16,1,27.18333333,4.476315789,22.49122807,0.391896539
SAGE,6460,G,Lightning,37.13,-118.385,CA,Jul,5,2007,0,100,26.33333333,3.3,18.33333333,0.479321295
MR DONT,7,B,Debris Burning,35.25833333,-78.986,NC,Sep,1,2010,15,0.1,25.59583333,2.3,65.95833333,0.107139346
HUNTERS D,0.7,B,Arson,46.339628,-100.571806,ND,Oct,0,2013,9,0.1,0,0,0,0.300272699
WILL DODD ROAD FIRE,2,B,Debris Burning,37.68375427,-80.98179715,WV,Apr,0,2012,0,0.1,0,0,0,0.12335829
STATELINE,15,C,Miscellaneous,45.939444,-119.078611,OR,Aug,0,2002,15,1,0,0,0,0.482888854
POWER LINE,3,B,Miscellaneous,31.38472222,-88.69333333,MS,Apr,0,2001,12,0.1,-1,-1,-1,0.196727588
HINCH MTN RD,13,C,Arson,35.779533,-84.947817,TN,Mar,0,2010,15,1,0,0,0,0.159832538
FY2011-LAURENS-143,1.28,B,Debris Burning,32.35337832,-83.09479662,GA,Feb,0,2011,12,0.1,0,0,0,0.145472509
BELL #1,40,C,Arson,36.69416667,-91.04138889,MO,Nov,0,1998,0,1,-1,-1,-1,0.214762072
DIAMOND,20,C,Equipment Use,37.995639,-120.695881,CA,Jun,0,2002,0,1,0,0,0,0.502432092
STILLWATER DR. (67),3,B,Miscellaneous,30.5437,-85.7001,FL,Oct,0,2011,12,0.1,0,0,0,0.17021084
334,160,D,Miscellaneous,39.64,-95.82,KS,Mar,0,2015,0,3,0,0,0,0.257647723
SARA CROW,1.3,B,Structure,35.4868,-83.3582,NC,Nov,0,2003,15,0.1,-1,-1,-1,0.145753634
20140,35,C,Arson,34.77083333,-95.36666667,OK,Apr,0,2010,16,1,0,0,0,0.256064551
TRACK FORK,34,C,Arson,38.57650782,-81.66413338,WV,Mar,0,1994,0,1,-1,-1,-1,0.128950431
BLACKBURN,65,C,Equipment Use,34.731,-103.7911,NM,Dec,0,2014,16,1,-1,-1,-1,0.336166313
LA ROZETA,65,C,Arson,18.00111111,-67.08944444,PR,Mar,1,2008,12,1,23.77777778,5.405555556,71.38888889,0.020864295
GRAVEL PIT,1,B,Lightning,47.2463,-98.8388,ND,Aug,0,2000,15,0.1,-1,-1,-1,0.283599503
674,4.2,B,Debris Burning,34.3001,-94.8169,OK,Dec,0,1995,16,0.1,-1,-1,-1,0.2512261
FY2000-JENKINS-056,1.13,B,Miscellaneous,32.8522,-82.1133,GA,May,0,2000,12,0.1,-1,-1,-1,0.13637101
CITY FIRE #1,18,C,Fireworks,35.954583,-85.0224,TN,Mar,0,2015,15,1,0,0,0,0.160399631
JANIS II,5,B,Children,43.5028,-100.7293,SD,Nov,0,2003,9,0.1,0,0,0,0.302564106
RAY MESA,1,B,Lightning,38.3128,-109.0754,UT,Jul,1,2002,0,0.1,32.45833333,2.291666667,37.95833333,0.385613352
ADAIR 4,2.5,B,Arson,35.7412,-94.588,OK,Sep,0,2000,15,0.1,-1,-1,-1,0.24819138
LOGTOWN,0.7,B,Arson,38.539,-120.8474,CA,Aug,0,2013,0,0.1,0,0,0,0.5037072
BEARTREE RUN,4,B,Arson,39.47173813,-80.70330376,WV,Nov,0,1999,0,0.1,0,0,0,0.120000701
SALLY RIDGE,1,B,Lightning,46.72166667,-114.4583333,MT,Sep,2,1997,15,0.1,18.11111111,1.488888889,58,0.436024561
GREENLEAF,12,C,Missing/Undefined,36.45518333,-80.5595,NC,Feb,0,2011,0,1,0,0,0,0.120298805
COAL CITY HOLLOW,10,C,Debris Burning,34.9899,-85.56126,TN,Mar,0,2007,16,1,-1,-1,-1,0.165839154
BEAR GULCH,1.5,B,Lightning,38.30333333,-105.2441667,CO,Jul,0,2004,0,0.1,0,0,0,0.348188871
SASCO,40,C,Debris Burning,32.552,-111.3858,AZ,Jun,0,2007,12,1,0,0,0,0.411938694
COFFEY RD  (22),2.6,B,Campfire,26.8682,-81.2216,FL,Apr,0,2013,12,0.1,0,0,0,0.133256515
PACK,4.5,B,Lightning,44.92833333,-107.6552778,WY,Jul,6,2014,15,0.1,-1,-1,-1,0.369079878
MCCORMACK LAKE,6.1,B,Arson,36.83805556,-91.34111111,MO,Apr,0,2007,0,0.1,-1,-1,-1,0.217442494
STAR,1,B,Lightning,48.50305556,-116.0575,ID,Aug,3,2000,15,0.1,18.88732394,3.202816901,38.50704225,0.451770999
TAYLOR,1,B,Lightning,45.3166,-107.034,MT,Aug,0,2009,9,0.1,0,0,0,0.362901096
OTA 10,1729.4,F,Lightning,43.24668,-116.12574,ID,Jul,0,1996,9,50,0,0,0,0.453745207
WATERTWR 2,1,B,Lightning,44.756,-121.2864,OR,Aug,0,1999,15,0.1,-1,-1,-1,0.505771387
10232,2,B,Arson,34.13583333,-94.59099998,OK,Jun,0,2011,16,0.1,0,0,0,0.249224184
BERRY CREEK,1.67,B,Campfire,39.65805556,-106.5641667,CO,May,1,2006,0,0.1,0,0,0,0.360369803
UNIT4-N,4.1,B,Miscellaneous,48.6848,-102.104,ND,May,0,1994,16,0.1,0,0,0,0.314490523
IRISH RIDGE,1,B,Debris Burning,39.94325979,-80.59282662,WV,Feb,0,2001,0,0.1,0,0,0,0.118806734
NANCY,4,B,Lightning,33.9816667,-108.7775,NM,Aug,0,2010,16,0.1,0,0,0,0.385213083
OWENS BAY,32,C,Missing/Undefined,43.160228,-98.45511,SD,Nov,4,2014,9,1,6.632653061,6.495918367,59.05102041,0.281060445
BARRY OAK,1.5,B,Debris Burning,35.80518333,-80.74618333,NC,Mar,0,2010,15,0.1,0,0,0,0.122329971
CRAYFISH,3,B,Arson,31.11694444,-89.01777778,MS,Apr,1,1999,12,0.1,24.66666667,1.691666667,55.83333333,0.199892278
LOVES BRANCH,50,C,Debris Burning,37.25703,-82.802658,KY,Nov,1,2014,0,1,-1,-1,-1,0.139772974
REDWOOD GROVE #1,1,B,Miscellaneous,41.0753,-123.7008,CA,Jun,0,2014,15,0.1,0,0,0,0.531929698
SEYLOR VAL,14.4,C,Debris Burning,48.3127,-118.27,WA,Apr,0,2000,15,1,0,0,0,0.474187321
015-088,15,C,Debris Burning,37.53,-94.69,KS,Nov,0,2015,0,1,0,0,0,0.248129546
GRAVES FIRE,3,B,Debris Burning,36.73513,-85.6137,KY,Nov,0,2010,0,0.1,0,0,0,0.165275893
OROSCO,813,E,Miscellaneous,33.10138889,-116.8858333,CA,Aug,1,2001,16,10,25.5,4.858333333,52.91666667,0.466624417
UPS,64,C,Railroad,48.1147,-105.4511,MT,Mar,0,2008,15,1,0,0,0,0.346884814
FERGUSON BRANCH RAOD,8,B,Arson,38.07540472,-82.40373666,WV,Oct,0,1993,0,0.1,-1,-1,-1,0.135782741
9.12E+12,1,B,Campfire,31.29663755,-89.70369159,MS,Mar,0,2014,12,0.1,0,0,0,0.206031937
STONECOAL BRANCH ROAD,20,C,Arson,37.88262548,-82.39217739,WV,Apr,0,1999,0,1,-1,-1,-1,0.135780021
RIO GRANDE CO ASSIST,30,C,Miscellaneous,37.64138889,-106.3566667,CO,Mar,0,2000,0,1,0,0,0,0.359349062
WITCHER CREEK,3,B,Arson,38.2362458,-81.48565293,WV,Dec,0,2001,0,0.1,0,0,0,0.127537772
7.20E+11,1,B,Campfire,33.21212458,-89.46936819,MS,Aug,0,2014,16,0.1,0,0,0,0.202508115
DRY CREEK,1,B,Lightning,48.16388889,-115.9269444,MT,Aug,1,2006,15,0.1,-1,-1,-1,0.450509273
RALPH,64.7,C,Arson,36.9992,-94.9219,OK,Mar,0,2008,0,1,0,0,0,0.250584435
LIDDY,3,B,Miscellaneous,44.1294,-112.5458,ID,Jul,0,2000,15,0.1,0,0,0,0.417592195
LINDEN - 625,4,B,Lightning,32.56221667,-94.46426667,TX,Sep,1,2011,12,0.1,21.3375,1.395833333,61,0.249113984
MT EMMA,1350,F,Lightning,36.2966,-113.1644,AZ,Jun,18,1999,0,50,14.79392625,3.572234273,39.35729847,0.427220989
LOWER POMPEY,3,B,Debris Burning,37.46326,-82.42574,KY,Dec,0,2011,0,0.1,-1,-1,-1,0.13630147
CIGARETTE ROCK,2271,F,Lightning,47.38861111,-112.8697222,MT,Sep,10,2006,15,50,10.3015873,2.993650794,66.53968254,0.420008673
NULATO R N,20,C,Lightning,66.8033,-158.2372,AK,Jul,1,2005,0,1,18.47619048,1.463492063,56.38095238,0.910969134
WILLOW  (31),10,C,Lightning,27.7392,-80.5895,FL,Apr,0,2015,12,1,0,0,0,0.126882694
MALAGA,1277,F,Lightning,47.3583,-120.1772,WA,May,3,2014,15,50,-1,-1,-1,0.49379004
COTTON BALES,1,B,Equipment Use,30.10683333,-98.90983333,TX,Apr,2,2015,12,0.1,12.17934028,2.925,0,0.292767512
NORWOOD,4,B,Arson,45.723,-96.7476,SD,Apr,0,2004,15,0.1,0,0,0,0.264192619
SUPPER,20.8,C,Miscellaneous,33.05027778,-79.76694444,SC,Oct,0,2001,16,1,-1,-1,-1,0.115454913
TRAILHEAD,500,E,Equipment Use,33.5,-111.3216667,AZ,Jun,2,1993,16,10,0,0,0,0.410646211
FY2015-LONG-015,5.1,B,Debris Burning,31.79972222,-81.74972222,GA,Dec,0,2014,12,0.1,0,0,0,0.133893341
NEDDIE KNOB,30,C,Arson,35.25194444,-83.01805556,NC,Apr,0,1999,15,1,-1,-1,-1,0.142858268
GLADE,2.6,B,Smoking,40.40111111,-123.2669444,CA,Oct,0,2006,14,0.1,-1,-1,-1,0.52772997
GOLF COURSE,2.5,B,Miscellaneous,35.3681,-119.5033,CA,Jul,0,2011,15,0.1,0,0,0,0.491728195
